	Endothelial cells	Fibroblasts	Smooth muscle cells	Tumor-Like	tB cells	tMast cells	tMoMacDC	tNK cells	tNeutrophils	tPlasma cells	tRBC	tT cells	tpDC
MT2A	0.0005163795	0.00024307206	0.00048038445	8.1876206e-05	2.7663675e-05	0.00016898994	0.00010924537	0.00013545	2.9773444e-05	4.7362733e-05	8.668898e-06	0.00017342188	1.7434608e-05
TUBA1B	0.00068062375	0.0006767393	0.0006785444	0.00044382652	0.00041298903	0.00057242665	0.0009900059	0.00038194848	0.00013201985	0.0002224097	1.6206914e-05	0.00035812764	0.00068562146
IGFBP7	0.00060020725	0.00044324357	0.0012016459	2.411085e-06	8.1877246e-08	2.5296379e-06	1.4755193e-05	1.9574198e-05	8.1648004e-08	8.098419e-08	8.253311e-08	8.1346286e-08	6.44487e-06
HERPUD1	0.0002859238	0.00018459203	0.00017517655	0.00020307243	0.0009196515	0.00022367944	0.00044376453	0.0002783296	0.00013011396	0.005076809	3.7431335e-05	0.00035525038	0.0016647658
LMNA	0.00041906658	0.0006246737	0.0005749199	0.00053130696	0.00025571152	0.0014459182	0.00027012342	0.00036379768	6.400964e-06	0.0002757182	1.5212743e-05	0.0004327187	5.121064e-05
HSPB1	0.00035952992	0.00060862134	0.0011523276	0.0008644802	5.568396e-05	0.00013483925	0.00017350129	0.00010428109	1.0972242e-05	0.00015273032	3.9359496e-05	0.00011091231	0.00011014319
NR4A2	0.00015901306	0.00017064782	0.00030805144	5.7750658e-05	0.0010154856	0.0010741755	0.00046381485	0.0010511237	0.00028057242	0.000117741976	8.04868e-08	0.00072646583	0.00086621987
RPS10	0.0011275255	0.0015193032	0.0015059221	0.0015775036	0.004152438	0.0012747111	0.0012747913	0.0024231966	0.00014701525	0.0024247149	3.6761026e-05	0.0033521813	0.0024571833
RPS13	0.0015324465	0.0021192324	0.0025801528	0.0017061031	0.005405789	0.003258405	0.0015869935	0.0025728315	0.00028540325	0.0024780536	0.00028293292	0.0036963054	0.0036965394
LITAF	0.00030269937	0.00041115633	0.00042987012	0.00020720072	0.000632228	0.0007377213	0.0013358718	0.001353228	0.0056283628	0.00031993072	6.230894e-05	0.0006994788	0.0007584943
NACA	0.0020151504	0.0017257232	0.0025644705	0.0029148816	0.0032064863	0.002394947	0.0017069763	0.0018670515	0.00039689126	0.0028529386	4.5978253e-05	0.0027730893	0.0034812798
DUSP1	0.0005552162	0.0007266306	0.0004789628	0.00024917448	0.00045186834	0.0003809641	0.0005038563	0.00043124743	0.0019451865	0.00026063476	1.4800418e-05	0.00030675266	9.168955e-05
RPS15	0.0012826592	0.0013095887	0.0016810123	0.0013999495	0.0035677964	0.0014253178	0.0010577652	0.0023169273	0.00013608985	0.0026884775	0.000104742336	0.003246592	0.0014935953
LUM	5.219054e-06	0.0015039823	0.000120896366	3.4487516e-06	8.109347e-08	8.23738e-08	1.7457998e-06	5.1744946e-06	8.137391e-08	6.31268e-06	8.143027e-08	8.225652e-08	8.109548e-08
GLUL	0.00015554133	0.00014346332	0.00022732044	0.00035816434	2.5998717e-05	0.0011200954	0.0012632357	8.948397e-05	0.0014443523	2.3389719e-05	7.3774565e-05	0.00010186477	0.00010925985
SAT1	0.00015726034	0.00023377324	0.00014150108	0.00030711907	0.00021862227	0.00058673363	0.0008609381	0.00014777639	0.0034847183	0.00029611043	3.050319e-05	0.00018297795	0.00019667188
PPIA	0.0028399762	0.0022198474	0.0030527883	0.0037495797	0.0026576163	0.0021784366	0.0029660428	0.0029912416	0.0009425213	0.0013000809	8.244217e-08	0.0027930324	0.0033974964
GPR183	9.1369875e-06	4.279879e-06	1.4551089e-05	8.198373e-06	0.0003800022	5.8908583e-05	0.0002751732	0.00015258389	8.139611e-08	7.1906245e-05	1.3027411e-05	0.00031309968	0.0033905038
ITM2B	0.0028350025	0.0014972507	0.0016589147	0.0010584015	0.00021725109	0.0015742892	0.0016976154	0.0012271217	0.0026765899	0.0004960878	8.111868e-08	0.0009926135	0.0004905217
KLF6	0.00036588495	0.00030989366	0.0003095452	0.00018550045	0.00059071963	0.0005453663	0.00027268834	0.00037671637	0.00071279606	0.0007676466	5.3513322e-05	0.00069093803	0.00014273515
S100A11	0.00047062107	0.0005458425	0.00038351497	0.0018683895	0.00011852854	0.00053526356	0.0017655226	0.0002623675	0.0030569495	0.00018948337	0.000115775474	0.00027926324	0.00025504647
EEF1B2	0.0006123536	0.0006954725	0.0007815445	0.0010179973	0.002233129	0.0006989651	0.0006531741	0.0009740198	4.205303e-05	0.00192139	4.9549213e-05	0.001310452	0.0016485467
RPLP0	0.0009795005	0.0018929143	0.0016065899	0.0017706644	0.0026380832	0.0011009495	0.0010101692	0.0016829012	3.1650143e-05	0.0037511128	7.442701e-05	0.001962407	0.0025276302
IFITM3	0.0019307388	0.00096856884	0.0014598677	0.00032758922	8.134737e-08	0.00018417164	0.00018794242	5.2061387e-05	0.00044087291	6.851295e-06	4.6637222e-05	8.970233e-06	1.4058457e-05
DCN	3.3330056e-05	0.0014018011	0.00044510807	4.4966837e-06	4.9776922e-06	4.2120428e-06	8.126983e-08	2.7248625e-06	4.2562906e-06	2.2113802e-06	1.0054766e-05	5.771661e-06	8.122876e-08
UBA52	0.0026070634	0.0027601866	0.0031859307	0.0026569834	0.007160571	0.0025807156	0.003140489	0.004293919	0.0014983455	0.00399268	0.0020840142	0.0051325364	0.004711217
HSPA5	0.0005065904	0.00045408672	0.00039446968	0.00092644535	0.00030387894	0.00046195768	0.00039012832	0.00065117114	0.0002303922	0.0017235834	8.2183604e-08	0.00047131642	0.0007963852
RPL6	0.0014246586	0.0021223407	0.0018596092	0.0019458254	0.0031884343	0.0019282458	0.0012786937	0.0026980527	0.00013829318	0.0031713215	4.5836146e-05	0.0030057349	0.0033192271
CFL1	0.0020487658	0.0015495917	0.0017651081	0.001865084	0.0017016643	0.0015370906	0.0029409342	0.0027970625	0.0030849427	0.0008774874	8.9236324e-05	0.0020593996	0.002028671
SLC2A3	0.00058420293	0.00019774566	0.00027616945	5.6303903e-05	0.00061731326	0.0014178714	0.0006701742	0.000507225	0.0018428669	0.00011497407	3.349505e-05	0.00084700616	0.00024875902
COL6A1	5.2161125e-05	0.0005909771	0.0004202191	6.2866843e-06	8.143571e-08	8.2363904e-08	2.8308748e-06	4.1622493e-06	8.134412e-08	1.6914933e-06	8.12627e-08	2.2081201e-06	2.7323802e-06
HLA-DPA1	0.00042052031	3.1037864e-05	4.2670916e-05	4.2824526e-05	0.0012962238	9.262119e-05	0.0019513791	0.00011399543	1.4523944e-05	0.0001295358	1.6956903e-05	0.0001515491	0.001081997
RPSA	0.0015686131	0.001909856	0.0017990655	0.0016072576	0.0052677398	0.002089485	0.0016340486	0.0037361798	0.0002893704	0.00307245	5.1542338e-05	0.0041026194	0.003038397
HSP90B1	0.00054877205	0.00046077635	0.00054334855	0.00063719257	0.00017703148	0.0006238997	0.00038900378	0.00030511437	9.4549636e-05	0.0028428661	8.227096e-08	0.00014976633	0.0013126526
TNFAIP3	0.00010946217	0.00011743965	9.967727e-05	6.051406e-05	5.3455275e-05	0.0011605857	0.00022617515	0.000889798	0.00072059454	0.00023896701	8.203372e-08	0.0009149148	8.595925e-05
OAZ1	0.00086824945	0.0011175687	0.0011151814	0.0015150531	0.002357581	0.0021072717	0.0030393691	0.0019211245	0.0026073402	0.00283468	0.0018794145	0.0025601082	0.0020499555
RPL22	0.0013141171	0.0017966741	0.0018125662	0.0014229578	0.0026399898	0.0014607459	0.0010664513	0.0014832113	4.8643768e-05	0.0015975022	8.126797e-08	0.002228423	0.0020981424
GRN	0.0007068786	0.00038544933	0.00044015908	0.0006002768	0.0003644806	0.00026822204	0.0032143285	6.393096e-05	0.00079290854	0.00047263832	2.5952024e-05	6.703201e-05	0.0013662071
MYH9	0.0018275649	0.001091532	0.00176307	0.0006558717	0.0005692685	0.000409808	0.0003668603	0.000752052	0.00059646514	9.3362905e-05	2.2362377e-05	0.000808084	0.00032989285
IER3	0.00014736997	0.00015720696	0.00015596373	0.00017409162	1.1814071e-05	0.00013562849	0.00018036779	2.0844143e-05	0.0014480563	2.3334487e-05	8.252933e-08	5.442729e-06	2.2377651e-05
LAPTM5	0.00021139496	3.3410954e-05	7.204928e-05	2.004897e-05	0.0031296012	0.0014763979	0.0031703524	0.0010779006	0.003505119	0.00027787345	6.299989e-05	0.0011360913	0.0013136338
HNRNPA1	0.0019403816	0.0017941655	0.0019678366	0.0020959068	0.0025273545	0.0021216213	0.0013846309	0.0031459199	0.000100229845	0.001467541	4.692972e-05	0.0021979518	0.0024469176
BIRC3	7.9279554e-05	3.380685e-05	3.7652808e-05	6.3687745e-05	0.0003565929	0.000941433	9.545896e-05	0.00036654124	3.8563237e-05	0.0004053717	7.994381e-08	0.00056884415	8.918102e-05
PFN1	0.0009246244	0.00083170395	0.00091392855	0.0010051731	0.0010591166	0.0006740585	0.0017187274	0.001721212	0.0013875548	0.0004917645	3.0988795e-05	0.001398412	0.0014434042
CCL18	2.0183084e-06	2.128985e-06	3.4683603e-06	2.4366116e-06	2.9110868e-06	3.83889e-06	3.776072e-05	5.281209e-06	1.6500957e-05	6.8296763e-06	8.013097e-08	6.691686e-06	6.891069e-07
NAMPT	0.00025120136	0.00012724633	0.00028157912	0.0002579413	0.00013413171	0.00036381296	0.0006450704	0.00020228293	0.005003628	0.0001913797	3.4845663e-05	0.00025969304	0.00016227883
EIF4G2	0.001409389	0.0008730723	0.001104173	0.0015911114	0.0012012315	0.0012686336	0.001043583	0.0015456777	0.0006624196	0.0009917226	6.831222e-05	0.0011020729	0.0012025385
SH3BGRL3	0.0005323002	0.00036925456	0.000346989	0.00055535964	0.00053552544	0.0011776795	0.0015533322	0.0012137752	0.0012280045	0.00035715709	9.9877856e-05	0.0011987501	0.00069509674
NR4A3	4.3206226e-05	8.2784434e-05	0.00018962634	5.2041734e-05	0.00052829285	0.0010696661	0.00039312156	0.0004789249	0.00029829424	4.8434125e-05	1.7176593e-05	0.000358691	0.0022442152
ZFP36L2	0.00034949047	0.00044851063	0.00038696008	0.00016367428	0.001045372	0.00042748151	0.00029068705	0.0022216712	0.00012366782	0.00094317517	2.0171712e-05	0.0022060245	0.00030704177
MYL6	0.0016761908	0.0011087501	0.0018972439	0.0009966225	0.0006553435	0.0007332902	0.0011410974	0.0009153816	0.0015727261	0.0007180884	0.00019795583	0.00071085314	0.0009464638
TSC22D3	0.00056939246	0.00032102593	0.00044750466	0.00018714678	0.0015030425	0.00086238416	0.0002209385	0.0015235837	0.0010056101	0.0021026314	8.9096866e-05	0.0012522143	0.00026411834
AHNAK	0.0008376293	0.0008480872	0.0008312308	0.000682621	0.00040957856	0.0016451625	0.0004793317	0.00059927406	1.9987536e-05	0.00069875293	2.355795e-05	0.0008004481	0.0002761955
SPP1	3.416324e-06	1.7339659e-06	2.6272107e-06	3.60143e-06	9.840668e-07	1.6709691e-06	4.093213e-05	1.0732417e-06	1.3353284e-05	6.060832e-06	8.220069e-08	4.5162556e-06	4.2105694e-06
SOCS3	0.0012946492	0.000279819	0.00031205383	0.0001622694	0.00014895918	0.000110690205	0.0003706269	0.00011492485	0.0007738818	0.00027978487	8.068893e-08	0.00026051822	0.00037925184
ANXA1	0.00011074342	0.00011271008	4.8754577e-05	0.00034688367	5.081215e-06	0.00045864575	0.00012708044	0.00018356166	3.4852706e-05	9.022766e-06	8.177143e-08	0.00030495846	1.12701655e-05
BTG2	0.0002917979	0.00020950199	0.00040345985	0.00027838745	0.00040168787	0.0008642132	0.00019655171	0.00045698025	0.0013110379	0.0007381497	5.145477e-05	0.00050783856	0.00064817676
EEF1D	0.0005121764	0.00073948305	0.0008008912	0.00078212953	0.0009370876	0.00040825328	0.00041724014	0.00077399286	0.00020627317	0.0015616562	8.194052e-08	0.0010859723	0.00073116086
YWHAZ	0.0007907734	0.0007903834	0.0010618428	0.0029754306	0.002075623	0.0018507314	0.0010883985	0.0021539081	0.0017276942	0.00097180984	0.00022122076	0.0019714339	0.0017217312
S100A10	0.00054853846	0.0003288853	0.00010174768	0.00089933234	8.714059e-05	0.00014168958	0.0005377967	0.00027514406	1.3268689e-05	7.649086e-05	4.677338e-05	0.00029641666	9.8180964e-05
ALOX5AP	8.592737e-06	1.27465e-05	7.592019e-06	8.964528e-06	8.6118176e-05	0.0007065484	0.0003854966	0.00034167338	0.0048492174	2.9821751e-05	1.6389246e-05	0.00021053116	0.000984362
DNAJA1	0.0010685269	0.00059477583	0.0007245258	0.00060530246	0.0005948676	0.001129144	0.00048197914	0.00075311173	0.00048805782	0.00047498403	8.182151e-08	0.00095833413	0.0007239485
A2M	0.0006392867	0.0003010758	0.0010487458	3.6777049e-06	8.185554e-08	4.291613e-06	6.752869e-05	2.780169e-06	8.161359e-08	2.2588529e-06	8.171749e-08	8.214175e-08	1.8244475e-06
UQCRB	0.00041134103	0.00049400015	0.00058634253	0.0007678723	0.00067648327	0.0005069799	0.0003977076	0.00052345707	0.0001211832	0.0005378208	8.054802e-05	0.00071104395	0.0005380075
RGCC	0.0011510416	0.00023203231	6.9884874e-05	3.3967684e-05	0.00014929507	6.007024e-05	0.00018938618	0.0005631377	8.2115754e-08	0.00022814304	1.3020393e-05	0.00095102936	5.9541486e-05
RPL39	0.0011407168	0.0012089268	0.0013247043	0.001310562	0.0057750223	0.0030030156	0.0015249295	0.00276638	0.0005089787	0.002243358	5.5976787e-05	0.0042365124	0.0025078498
EIF4A1	0.0014913274	0.0013351456	0.0015824541	0.0022409125	0.0010070538	0.0007804932	0.0018647341	0.0012302472	0.00075193844	0.00092166464	8.210181e-08	0.001048467	0.0017632463
RAC1	0.0033563124	0.0016110189	0.002152513	0.0026895378	0.00041623958	0.0010945793	0.0020876187	0.00067638815	0.0015016445	0.0008418752	4.7482943e-05	0.00060403475	0.00091847265
TAGLN	2.4425302e-05	0.00022855283	0.0005879396	1.9388349e-06	8.115706e-08	4.028911e-06	1.2523241e-05	3.922396e-06	3.0530834e-06	3.1907698e-06	8.157889e-08	4.1524954e-06	6.4059595e-06
CHCHD2	0.0011376007	0.0011245932	0.0014024539	0.0022008265	0.0011485342	0.0009047572	0.0012891572	0.0014303233	0.0006482293	0.0017993381	8.1616294e-05	0.001321303	0.0018806398
APOE	8.6528e-06	2.3656807e-05	5.584546e-05	5.967807e-06	4.1439507e-06	2.417726e-05	0.00012706213	7.5499393e-06	1.4091276e-05	7.32497e-06	5.5170526e-06	7.928786e-06	8.817302e-06
CDKN1A	0.0004907315	0.00018556608	0.00031147414	0.00015138705	0.00015517569	0.00038181542	0.00032095646	0.00017477009	0.00042901948	0.00028711802	1.4386916e-05	0.00023557644	0.00076967967
GNAI2	0.003415678	0.0009498919	0.000913764	0.0004623309	0.0011328685	0.0009672758	0.002405654	0.0013534531	0.0020561102	0.00053325057	3.9984185e-05	0.0011362577	0.0013521903
CD44	7.860976e-05	0.00027126382	0.00025403628	0.00050196756	0.0005301732	0.0014440289	0.00078971946	0.00084868487	0.001068641	0.00062541733	4.4149605e-05	0.0011457582	0.00022541897
ZNF331	7.7523364e-05	0.00010114634	0.00015611328	2.376086e-05	0.00066805474	0.0006243831	0.00045069712	0.0006878455	5.6810408e-05	0.00017223183	8.1315726e-08	0.0007315279	0.0014096689
RHOA	0.0020704635	0.0014033336	0.0015598879	0.001193196	0.0010734206	0.0011552303	0.0019275653	0.0011048927	0.002871255	0.0008636873	8.2533745e-08	0.0009919967	0.0013139419
CALM2	0.00043535422	0.0010302942	0.0013726092	0.0011613319	0.0009023021	0.00091461965	0.0007064164	0.0008536221	0.0004406168	0.00033075394	5.617931e-05	0.0009182617	0.000655232
HLA-DPB1	0.00028965832	5.1954157e-05	3.7466405e-05	4.5302844e-05	0.0010773434	7.459614e-05	0.0014554219	0.0001259656	2.0991203e-05	4.1723786e-05	1.6364975e-05	0.00011924983	0.00066114444
NR4A1	0.00043352213	0.0004452322	0.00072229066	0.00024945597	0.0005331395	0.001024743	0.00022804496	0.00020361652	2.21697e-05	0.00046411125	1.7480492e-05	9.388413e-05	0.00049905136
MGP	0.00024175334	0.00014877476	0.00021052593	3.583628e-06	8.1178115e-08	8.1679936e-08	1.1978381e-06	1.7764503e-06	2.7734586e-06	1.4410703e-06	8.246309e-08	8.113818e-08	8.142965e-08
YWHAB	0.0015858129	0.00077746407	0.0009163423	0.00092955877	0.0012810772	0.00067598367	0.0011234796	0.0011519503	0.00068310864	0.00049378263	0.00012708685	0.001762063	0.0007643881
EIF4B	0.0004379231	0.00047180965	0.00053565437	0.00050508516	0.0008573751	0.00077028887	0.0004209433	0.0006287414	0.00013620901	0.00086753874	4.26874e-05	0.00074367353	0.0005594392
TIMP3	0.0007107224	0.00031307252	0.00036384517	9.075676e-06	8.1901305e-08	0.00014112901	4.4366093e-06	2.593712e-06	1.2174207e-05	2.1080843e-06	8.165905e-08	8.1611255e-08	8.186319e-08
G0S2	8.490094e-06	2.764727e-05	3.5449215e-05	1.6751155e-05	4.741727e-06	1.6552764e-05	0.00011028561	5.24347e-06	0.0031807416	2.1898986e-05	2.8910807e-05	5.448623e-06	1.2073661e-05
PLAUR	4.6367193e-05	8.390302e-05	3.9816798e-05	9.343433e-05	7.0597166e-06	0.00036764747	0.0008090336	1.572654e-05	0.002475303	4.8714515e-05	8.2374115e-08	3.630152e-05	0.0001716483
FOSL2	0.0005897512	0.00032937076	0.00035379358	0.00034312656	0.00015530892	0.0016525888	0.00071190303	0.0024006064	0.0012015715	0.00020222255	0.000118942844	0.0012833086	0.0023418162
CREM	9.4129944e-05	5.761594e-05	7.451514e-05	3.720045e-05	0.00063552725	0.0010525433	0.0003929282	0.0012560277	0.0011961993	0.00014376707	2.12051e-05	0.0014624815	0.0019246769
SFTPB	4.592655e-06	4.342781e-06	3.9659117e-06	5.7803492e-05	9.9208555e-06	8.055351e-06	2.8283894e-06	1.2030356e-06	5.663683e-06	7.763745e-06	1.3249419e-05	5.0793738e-06	2.3732543e-06
HSPH1	0.00025917083	0.00023954353	0.00019401008	0.0001248741	0.0005493882	0.0005864325	0.00025294253	0.0005030305	7.094854e-05	0.0003567077	1.5003827e-05	0.000556874	0.00036857568
HMGB1	0.0008224067	0.0008235859	0.00082546915	0.0005879216	0.0009039728	0.00066335837	0.00043950533	0.0009458748	0.00039775178	0.0005981842	8.1412416e-08	0.0007293025	0.0006245781
ITGB1	0.00102323	0.0010437148	0.001308461	0.00032625132	0.00028336328	0.00015218616	0.00033541804	0.00051461754	2.539242e-05	0.00022655049	8.13317e-08	0.00050112593	7.735123e-05
TYROBP	3.2975324e-05	3.4348028e-05	2.7375958e-05	2.4578985e-05	2.983219e-05	0.00088666007	0.003316984	0.0009901451	0.0027858187	5.047555e-05	8.107893e-08	4.472227e-05	0.0014347924
LGALS1	0.0003125666	0.0015272265	0.0009447196	5.634188e-05	0.00012890033	0.00018924048	0.0006244769	0.00014416686	4.0363164e-05	0.00032553097	3.7386173e-05	9.8405464e-05	0.0001135989
ATP1B3	0.00025033212	9.363012e-05	0.00019334114	0.00025751026	0.00026728478	0.00065424514	0.00055492856	0.0003839568	5.8554888e-05	9.301933e-05	8.159461e-08	0.0004646483	0.0003330741
TXNIP	0.0006794448	0.00014867747	0.00037046967	0.00021750793	0.00046101035	0.00020146536	0.00022902954	0.00029147003	0.000556495	0.00016172808	1.3537319e-05	0.00017085609	2.198845e-05
COL6A3	2.4136853e-05	0.00084192696	0.00030586534	6.908034e-06	8.164208e-08	4.0190025e-06	8.750644e-07	5.1992174e-06	8.12806e-06	4.203588e-06	8.106393e-08	1.3692518e-05	5.1175375e-06
HNRNPK	0.0014651639	0.0008354407	0.0011679438	0.0016246261	0.0011747244	0.0014286714	0.001055654	0.0011843364	0.0011162591	0.00076995115	8.2125155e-08	0.0012816213	0.0012897471
DYNLL1	0.0014065114	0.0010058992	0.001486589	0.0015164067	0.00075867114	0.0010897403	0.00066995644	0.0010105885	0.00021086607	0.00090319285	8.235856e-08	0.0008985778	0.0009056857
CD83	2.7274953e-05	2.6113843e-05	9.297918e-06	2.6923586e-05	0.0007052566	0.00058408844	0.00041247136	0.00017678468	0.00047313358	2.2253134e-05	1.3952659e-05	9.219186e-05	0.0009012414
NFKBIZ	0.00026855755	0.00022196604	0.00030310426	0.00015560765	9.1884925e-05	0.0016628468	0.00020296169	0.00022487492	0.00089677615	8.163055e-05	1.6479726e-05	0.0001793444	0.00018614403
PPP1R15A	0.0006654473	0.0003794417	0.0005244379	0.00041284887	0.00032482838	0.0008895749	0.0003482766	0.00015008602	0.0012262273	0.00053196814	1.9859779e-05	0.0002484731	0.00041936373
CALR	0.0007984933	0.0006482806	0.00069320505	0.0008711092	0.0003655641	0.0005103174	0.0008436531	0.0003568002	3.2405052e-05	0.0012424364	2.5440122e-05	0.00038101623	0.0006950752
TPM4	0.000828031	0.0010667476	0.0011210957	0.00046985954	0.0002982692	0.00070538843	0.00063185766	0.00041275835	0.00080353906	0.0005797977	2.5211835e-05	0.00031152138	0.0006825725
CD81	0.0012584081	0.0010550801	0.0014118672	0.00031299732	0.00036713883	0.0007580837	0.0012838009	0.00052667496	1.1479622e-05	0.0004005718	2.700361e-05	0.0004175201	0.00017369048
NPM1	0.00063881173	0.0010233086	0.0009307495	0.0013256439	0.00202419	0.0011485507	0.0009137513	0.0014379194	4.6955774e-05	0.0011025456	8.18198e-08	0.0017205634	0.0010917744
ZFP36L1	0.0007138586	0.0008851589	0.0007676758	0.0004682471	0.0004338759	0.0002733968	0.0003969518	0.00047305468	0.001066748	0.00016857212	8.135761e-08	0.0004941622	0.00014766298
RACK1	0.0019063293	0.0020019792	0.0023196447	0.001639206	0.0041866587	0.0024205737	0.0014414921	0.002437054	0.00016879698	0.0028926658	8.2232205e-08	0.0030606939	0.0029597667
SDCBP	0.00077761605	0.00035516027	0.00032384277	0.00023217262	0.0005197261	0.002199528	0.0012918175	0.0009380497	0.003725157	0.00011554529	3.0411953e-05	0.00086747546	0.00027720392
CALM1	0.0014619449	0.00074583787	0.0009562094	0.0009263289	0.0012782923	0.001055221	0.0011288922	0.0019655835	0.0004572945	0.0007603691	3.7326572e-05	0.0020945305	0.00080442353
TAGLN2	0.0016664164	0.00076086033	0.0009937519	0.0013467745	0.0009375906	0.0006889089	0.0006537613	0.001067228	0.0009181291	0.0005489007	6.869832e-05	0.0010810712	0.0008979737
ENO1	0.00033793988	0.00044091584	0.00039787657	0.0013333838	0.00023181645	0.00031257645	0.000903207	0.00044824363	0.00064810755	0.00024488277	2.3630651e-05	0.00043171478	0.00030003177
NPC2	0.00030084793	0.00023535505	0.00022931515	0.00031526922	0.0001347692	0.00022596195	0.0012341584	3.294961e-05	0.00020981886	0.00060904305	8.204421e-08	6.366636e-05	0.0010990717
